States,Region,Latitude,Longitude,Date,Day,Type of Day,Month,Season,Period,Electricity Consumed
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-08-14,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.0
Assam,NER,26.7499809,94.21666744,2020-08-14,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,34.9
Manipur,NER,24.79997072,93.95001705,2020-08-14,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.7
Meghalaya,NER,25.57049217,91.8800142,2020-08-14,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.5
Mizoram,NER,23.71039899,92.72001461,2020-08-14,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.6
Nagaland,NER,25.6669979,94.11657019,2020-08-14,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2020-08-14,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.0
Punjab,NR,31.51997398,75.98000281,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,255.2
Haryana,NR,28.45000633,77.01999101,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,177.4
Rajasthan,NR,26.44999921,74.63998124,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,207.8
Delhi,NR,28.6699929,77.23000403,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,89.4
UP,NR,27.59998069,78.05000565,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,408.0
Uttarakhand,NR,30.32040895,78.05000565,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,34.3
HP,NR,31.10002545,77.16659704,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,26.5
J&K,NR,33.45,76.24,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,44.5
Chandigarh,NR,30.71999697,76.78000565,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,5.4
Chhattisgarh,WR,22.09042035,82.15998734,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,90.3
Gujarat,WR,22.2587,71.1924,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,229.2
MP,WR,21.30039105,76.13001949,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,183.1
Maharashtra,WR,19.25023195,73.16017493,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,303.7
Goa,WR,15.491997,73.81800065,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,7.2
DD,WR,20.4283,72.8397,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,3.9
DNH,WR,20.26657819,73.01661779999999,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,12.8
Andhra Pradesh,WR,14.7504291,78.57002559,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,144.6
Telangana,SR,18.1124,79.0193,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,146.4
Karnataka,SR,12.57038129,76.91999711,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,150.2
Kerala,SR,8.900372741,76.56999263,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,61.2
Tamil Nadu,SR,12.92038576,79.15004187,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,275.3
Pondy,SR,11.93499371,79.83000037,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,6.9
Bihar,SR,25.78541445,87.4799727,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,115.8
DVC,ER,22.4975,88.3527,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,64.0
Jharkhand,ER,23.80039349,86.41998572,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,28.2
Odisha,ER,19.82042971,85.90001746,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,75.4
West Bengal,ER,22.58039044,88.32994665,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,152.9
Sikkim,ER,27.3333303,88.6166475,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,0.9
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,1.9
Assam,NER,26.7499809,94.21666744,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,30.6
Manipur,NER,24.79997072,93.95001705,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,2.6
Meghalaya,NER,25.57049217,91.8800142,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,5.5
Mizoram,NER,23.71039899,92.72001461,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,1.5
Nagaland,NER,25.6669979,94.11657019,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2020-08-15,Saturday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,4.2
Punjab,NR,31.51997398,75.98000281,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,261.6
Haryana,NR,28.45000633,77.01999101,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,182.6
Rajasthan,NR,26.44999921,74.63998124,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,216.0
Delhi,NR,28.6699929,77.23000403,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,99.2
UP,NR,27.59998069,78.05000565,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,396.3
Uttarakhand,NR,30.32040895,78.05000565,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,37.3
HP,NR,31.10002545,77.16659704,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,27.8
J&K,NR,33.45,76.24,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,42.9
Chandigarh,NR,30.71999697,76.78000565,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,5.3
Chhattisgarh,WR,22.09042035,82.15998734,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,81.8
Gujarat,WR,22.2587,71.1924,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,241.7
MP,WR,21.30039105,76.13001949,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,186.4
Maharashtra,WR,19.25023195,73.16017493,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,322.1
Goa,WR,15.491997,73.81800065,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,7.2
DD,WR,20.4283,72.8397,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,4.7
DNH,WR,20.26657819,73.01661779999999,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,13.8
Andhra Pradesh,WR,14.7504291,78.57002559,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,142.6
Telangana,SR,18.1124,79.0193,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,118.7
Karnataka,SR,12.57038129,76.91999711,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,136.3
Kerala,SR,8.900372741,76.56999263,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,58.9
Tamil Nadu,SR,12.92038576,79.15004187,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,260.4
Pondy,SR,11.93499371,79.83000037,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,7.0
Bihar,SR,25.78541445,87.4799727,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,108.1
DVC,ER,22.4975,88.3527,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,62.3
Jharkhand,ER,23.80039349,86.41998572,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,26.3
Odisha,ER,19.82042971,85.90001746,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,76.4
West Bengal,ER,22.58039044,88.32994665,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,153.7
Sikkim,ER,27.3333303,88.6166475,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,0.9
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,1.8
Assam,NER,26.7499809,94.21666744,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,30.3
Manipur,NER,24.79997072,93.95001705,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,2.5
Meghalaya,NER,25.57049217,91.8800142,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,5.2
Mizoram,NER,23.71039899,92.72001461,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,1.5
Nagaland,NER,25.6669979,94.11657019,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2020-08-16,Sunday,Holiday,8,SUMMER,Covid-Unlock-Lockdown,3.9
Punjab,NR,31.51997398,75.98000281,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,274.4
Haryana,NR,28.45000633,77.01999101,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,198.1
Rajasthan,NR,26.44999921,74.63998124,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,227.1
Delhi,NR,28.6699929,77.23000403,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,108.5
UP,NR,27.59998069,78.05000565,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,422.5
Uttarakhand,NR,30.32040895,78.05000565,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,41.0
HP,NR,31.10002545,77.16659704,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,30.8
J&K,NR,33.45,76.24,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,41.8
Chandigarh,NR,30.71999697,76.78000565,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,6.1
Chhattisgarh,WR,22.09042035,82.15998734,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,81.0
Gujarat,WR,22.2587,71.1924,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,252.3
MP,WR,21.30039105,76.13001949,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,191.7
Maharashtra,WR,19.25023195,73.16017493,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,341.4
Goa,WR,15.491997,73.81800065,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,8.3
DD,WR,20.4283,72.8397,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.8
DNH,WR,20.26657819,73.01661779999999,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,15.2
Andhra Pradesh,WR,14.7504291,78.57002559,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,150.8
Telangana,SR,18.1124,79.0193,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,122.6
Karnataka,SR,12.57038129,76.91999711,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,149.5
Kerala,SR,8.900372741,76.56999263,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,64.5
Tamil Nadu,SR,12.92038576,79.15004187,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,290.8
Pondy,SR,11.93499371,79.83000037,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,7.9
Bihar,SR,25.78541445,87.4799727,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,111.4
DVC,ER,22.4975,88.3527,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,64.1
Jharkhand,ER,23.80039349,86.41998572,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,27.8
Odisha,ER,19.82042971,85.90001746,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,88.0
West Bengal,ER,22.58039044,88.32994665,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,163.1
Sikkim,ER,27.3333303,88.6166475,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.0
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.8
Assam,NER,26.7499809,94.21666744,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,32.4
Manipur,NER,24.79997072,93.95001705,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.5
Meghalaya,NER,25.57049217,91.8800142,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.5
Mizoram,NER,23.71039899,92.72001461,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.5
Nagaland,NER,25.6669979,94.11657019,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2020-08-17,Monday,Working,8,SUMMER,Covid-Unlock-Lockdown,4.1
Punjab,NR,31.51997398,75.98000281,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,269.6
Haryana,NR,28.45000633,77.01999101,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,195.7
Rajasthan,NR,26.44999921,74.63998124,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,234.4
Delhi,NR,28.6699929,77.23000403,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,108.0
UP,NR,27.59998069,78.05000565,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,425.1
Uttarakhand,NR,30.32040895,78.05000565,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,41.6
HP,NR,31.10002545,77.16659704,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,29.8
J&K,NR,33.45,76.24,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,41.5
Chandigarh,NR,30.71999697,76.78000565,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,6.3
Chhattisgarh,WR,22.09042035,82.15998734,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,81.9
Gujarat,WR,22.2587,71.1924,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,257.9
MP,WR,21.30039105,76.13001949,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,186.8
Maharashtra,WR,19.25023195,73.16017493,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,350.6
Goa,WR,15.491997,73.81800065,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,8.7
DD,WR,20.4283,72.8397,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,6.0
DNH,WR,20.26657819,73.01661779999999,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,15.4
Andhra Pradesh,WR,14.7504291,78.57002559,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,160.7
Telangana,SR,18.1124,79.0193,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,140.4
Karnataka,SR,12.57038129,76.91999711,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,147.6
Kerala,SR,8.900372741,76.56999263,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,65.4
Tamil Nadu,SR,12.92038576,79.15004187,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,305.6
Pondy,SR,11.93499371,79.83000037,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,7.0
Bihar,SR,25.78541445,87.4799727,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,116.1
DVC,ER,22.4975,88.3527,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,64.7
Jharkhand,ER,23.80039349,86.41998572,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,28.5
Odisha,ER,19.82042971,85.90001746,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,93.1
West Bengal,ER,22.58039044,88.32994665,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,166.0
Sikkim,ER,27.3333303,88.6166475,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.0
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.7
Assam,NER,26.7499809,94.21666744,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,33.6
Manipur,NER,24.79997072,93.95001705,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,3.0
Meghalaya,NER,25.57049217,91.8800142,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.5
Mizoram,NER,23.71039899,92.72001461,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.6
Nagaland,NER,25.6669979,94.11657019,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2020-08-18,Tuesday,Working,8,SUMMER,Covid-Unlock-Lockdown,4.5
Punjab,NR,31.51997398,75.98000281,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,238.6
Haryana,NR,28.45000633,77.01999101,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,164.7
Rajasthan,NR,26.44999921,74.63998124,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,216.7
Delhi,NR,28.6699929,77.23000403,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,95.5
UP,NR,27.59998069,78.05000565,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,369.5
Uttarakhand,NR,30.32040895,78.05000565,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,38.1
HP,NR,31.10002545,77.16659704,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,30.1
J&K,NR,33.45,76.24,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,42.5
Chandigarh,NR,30.71999697,76.78000565,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.4
Chhattisgarh,WR,22.09042035,82.15998734,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,83.6
Gujarat,WR,22.2587,71.1924,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,251.3
MP,WR,21.30039105,76.13001949,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,183.7
Maharashtra,WR,19.25023195,73.16017493,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,348.1
Goa,WR,15.491997,73.81800065,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,8.9
DD,WR,20.4283,72.8397,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,6.1
DNH,WR,20.26657819,73.01661779999999,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,15.1
Andhra Pradesh,WR,14.7504291,78.57002559,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,164.2
Telangana,SR,18.1124,79.0193,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,152.2
Karnataka,SR,12.57038129,76.91999711,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,154.2
Kerala,SR,8.900372741,76.56999263,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,65.8
Tamil Nadu,SR,12.92038576,79.15004187,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,310.3
Pondy,SR,11.93499371,79.83000037,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,7.9
Bihar,SR,25.78541445,87.4799727,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,117.2
DVC,ER,22.4975,88.3527,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,64.5
Jharkhand,ER,23.80039349,86.41998572,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,28.7
Odisha,ER,19.82042971,85.90001746,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,89.7
West Bengal,ER,22.58039044,88.32994665,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,155.4
Sikkim,ER,27.3333303,88.6166475,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,0.7
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.9
Assam,NER,26.7499809,94.21666744,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,34.7
Manipur,NER,24.79997072,93.95001705,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.8
Meghalaya,NER,25.57049217,91.8800142,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.4
Mizoram,NER,23.71039899,92.72001461,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.7
Nagaland,NER,25.6669979,94.11657019,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.4
Tripura,NER,23.83540428,91.27999914,2020-08-19,Wednesday,Working,8,SUMMER,Covid-Unlock-Lockdown,4.7
Punjab,NR,31.51997398,75.98000281,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,193.5
Haryana,NR,28.45000633,77.01999101,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,141.1
Rajasthan,NR,26.44999921,74.63998124,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,208.1
Delhi,NR,28.6699929,77.23000403,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,87.9
UP,NR,27.59998069,78.05000565,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,368.1
Uttarakhand,NR,30.32040895,78.05000565,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,36.9
HP,NR,31.10002545,77.16659704,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,29.3
J&K,NR,33.45,76.24,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,39.6
Chandigarh,NR,30.71999697,76.78000565,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.0
Chhattisgarh,WR,22.09042035,82.15998734,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,83.1
Gujarat,WR,22.2587,71.1924,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,263.2
MP,WR,21.30039105,76.13001949,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,183.5
Maharashtra,WR,19.25023195,73.16017493,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,351.4
Goa,WR,15.491997,73.81800065,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,8.7
DD,WR,20.4283,72.8397,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,6.2
DNH,WR,20.26657819,73.01661779999999,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,15.8
Andhra Pradesh,WR,14.7504291,78.57002559,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,163.3
Telangana,SR,18.1124,79.0193,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,144.4
Karnataka,SR,12.57038129,76.91999711,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,158.4
Kerala,SR,8.900372741,76.56999263,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,66.4
Tamil Nadu,SR,12.92038576,79.15004187,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,310.8
Pondy,SR,11.93499371,79.83000037,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,8.0
Bihar,SR,25.78541445,87.4799727,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,93.2
DVC,ER,22.4975,88.3527,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,60.4
Jharkhand,ER,23.80039349,86.41998572,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,21.6
Odisha,ER,19.82042971,85.90001746,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,85.2
West Bengal,ER,22.58039044,88.32994665,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,135.8
Sikkim,ER,27.3333303,88.6166475,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,0.8
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.6
Assam,NER,26.7499809,94.21666744,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,33.5
Manipur,NER,24.79997072,93.95001705,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.8
Meghalaya,NER,25.57049217,91.8800142,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,5.4
Mizoram,NER,23.71039899,92.72001461,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,1.6
Nagaland,NER,25.6669979,94.11657019,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2020-08-20,Thursday,Working,8,SUMMER,Covid-Unlock-Lockdown,4.5
Punjab,NR,31.51997398,75.98000281,2020-08-21,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,183.5
Haryana,NR,28.45000633,77.01999101,2020-08-21,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,149.7
Rajasthan,NR,26.44999921,74.63998124,2020-08-21,Friday,Working,8,SUMMER,Covid-Unlock-Lockdown,208.6
